OID,Shape_Length
1664,783.6969385
1665,766.3081551
1666,752.3861829
1667,741.1817271
1668,724.8001357
1669,738.4408
1670,755.3528476
1671,772.454329
1672,789.6392442
1673,796.3417019
1674,807.4802116
1675,819.303925
1676,831.1277607
1677,844.5772262
1678,850.1794349
1679,862.4416859
1680,873.0690604
1681,878.7806222
1682,884.492065
1683,890.2035707
1684,883.2825413
1685,879.6566063
1686,877.0076033
1687,874.3584889
1688,871.7094559
1689,868.1686193
1690,857.5331329
1691,852.4567563
1692,845.4166215
1693,839.0098129
1694,832.6029624
1695,826.1962392
1696,811.9615429
1697,804.1198991
1698,798.38451
1699,792.649133
1700,781.765252
1701,769.7708479
1702,757.776434
1703,745.7819437
1704,733.7873995
1705,715.7744942
1706,700.8330731
1707,687.1245989
1708,673.4162278
1709,659.7076603
1710,645.9992142
1711,632.2906786
1712,618.5820023
1713,606.4467015
1714,599.1594407
1715,533.7742747
1716,531.4464697
1717,528.5752512
1718,525.703977
1719,529.4590336
1720,533.83914
1721,538.219249
1722,542.5993722
1723,546.9794382
1724,549.9979061
1725,551.5555739
1726,555.8618208
1727,560.1681448
1728,564.4743773
1729,565.1251645
1730,564.3401403
1731,563.5550578
1732,562.7700524
1733,561.8224386
1734,557.5876786
1735,557.2958322
1736,559.0175365
1737,560.7392652
1738,561.416524
1739,560.7420675
1740,563.0673572
1741,565.3926414
1742,567.7179395
1743,569.20475
1744,571.5074526
1745,573.8260513
1746,573.4367033
1747,572.3351838
1748,571.1055499
1749,569.8759186
1750,569.468299
1751,570.5275667
1752,599.6701762
